Soil_Type,Soil_pH,Soil_Moisture,Organic_Carbon,Electrical_Conductivity,Temperature_C,Humidity,Rainfall_mm,Sunlight_Hours,Wind_Speed_kmh,Crop_Type,Crop_Growth_Stage,Season,Irrigation_Type,Water_Source,Field_Area_hectare,Mulching_Used,Previous_Irrigation_mm,Region,Irrigation_Need
Sandy,8.18,30.85,0.76,2.87,38.83,81.75,1486.09,9.46,5.14,Rice,Vegetative,Kharif,Sprinkler,Groundwater,5.16,Yes,109.84,South,Low
Loamy,4.88,12.29,0.74,3.37,29.02,26.56,2034.04,8.28,13.4,Sugarcane,Vegetative,Rabi,Canal,River,7.5,No,100.9,South,Medium
Silt,5.18,39.08,1.5,2.64,33.66,64.07,2145.22,7.99,13.85,Maize,Harvest,Rabi,Canal,Reservoir,10.15,Yes,85.5,North,Low
Sandy,6.87,46.18,0.36,1.56,24.25,83.54,1766.05,9.22,11.93,Cotton,Harvest,Rabi,Canal,Groundwater,13.22,No,115.75,West,Low
Silt,7.59,61.65,0.88,1.12,38.61,40.09,204.41,5.71,16.78,Maize,Vegetative,Kharif,Sprinkler,Rainwater,1.46,Yes,102.22,North,Medium
Clay,5.77,50.14,0.64,0.54,39.53,89.52,870.99,9.12,14.1,Potato,Vegetative,Kharif,Canal,Groundwater,5.88,Yes,106.12,Central,Medium
Loamy,5.61,38.84,1.46,2.23,25.1,65.44,2418.36,6.88,4.16,Rice,Sowing,Rabi,Rainfed,Reservoir,8.9,Yes,10.69,Central,Low
Loamy,7.48,61.16,0.42,1.83,19.22,61.17,481.89,8.72,2.03,Rice,Vegetative,Zaid,Sprinkler,Rainwater,9.93,Yes,10.45,North,Low
Sandy,4.99,35.27,0.83,2.4,31.43,92.46,1134.82,5.92,15.08,Maize,Sowing,Zaid,Rainfed,River,5.68,Yes,77.11,South,Low
Sandy,6.06,39.99,0.83,0.91,40.64,34.08,835.44,4.96,14.93,Sugarcane,Harvest,Zaid,Sprinkler,River,4.93,Yes,105.47,Central,Low
Loamy,6.52,41.98,1.45,1.2,30.67,76.81,513.85,4.2,17.08,Maize,Vegetative,Rabi,Rainfed,Rainwater,7.15,Yes,19.48,East,Medium
Silt,6.71,31.37,0.58,1.09,40.63,82.3,808.84,9.62,4.45,Sugarcane,Vegetative,Kharif,Drip,Groundwater,5.5,No,40.86,Central,Medium
Silt,7.28,55.79,1.14,2.81,22.31,59.2,473.8,5.38,4.85,Cotton,Sowing,Kharif,Drip,Rainwater,9.69,Yes,115.7,West,Low
Clay,6.01,18.56,0.47,0.68,39.45,25.45,2193.13,6.54,11.75,Sugarcane,Vegetative,Zaid,Drip,Groundwater,2.43,Yes,78.32,Central,Medium
Silt,6.88,39.63,1.54,2.17,15.38,61.7,436.11,9.38,3.53,Maize,Flowering,Zaid,Drip,River,3.55,No,76.72,South,Low
Sandy,6.79,49.17,1.07,0.27,22.77,35.75,1558.86,7.15,6.28,Wheat,Vegetative,Zaid,Drip,Reservoir,1.31,Yes,73.6,East,Low
Sandy,6.66,59.53,1.11,1.97,26.83,64.38,2355.79,5.52,16.34,Cotton,Sowing,Zaid,Drip,Rainwater,3.89,Yes,81.48,North,Low
Silt,6.98,58.38,0.86,0.32,31.59,76.7,2381.61,5.36,7.02,Cotton,Sowing,Kharif,Canal,Reservoir,10.73,Yes,18.22,South,Low
Sandy,5.68,37.0,0.74,0.7,20.82,62.18,1501.06,6.86,0.72,Maize,Sowing,Kharif,Sprinkler,Reservoir,1.07,No,85.9,West,Low
Loamy,5.09,44.66,0.58,0.48,39.73,69.16,677.24,7.96,13.19,Potato,Harvest,Kharif,Rainfed,Reservoir,8.84,No,8.76,East,Low
Loamy,5.21,30.47,1.09,1.28,39.1,32.28,619.74,6.75,4.02,Wheat,Vegetative,Rabi,Sprinkler,Reservoir,6.38,Yes,29.0,Central,Low
Silt,5.56,34.69,1.54,1.27,35.98,31.79,1868.68,10.33,4.32,Wheat,Flowering,Kharif,Rainfed,Groundwater,11.99,Yes,91.09,North,Low
Loamy,6.5,59.66,0.77,2.91,15.43,84.57,2451.77,4.03,0.82,Potato,Flowering,Zaid,Rainfed,Groundwater,12.56,No,63.04,West,Low
Loamy,7.66,61.05,1.45,0.87,14.35,28.45,193.99,6.81,11.77,Rice,Harvest,Kharif,Rainfed,Rainwater,14.17,No,46.86,East,Medium
Clay,7.18,59.04,0.49,0.39,26.94,44.9,1973.67,9.2,11.46,Wheat,Vegetative,Zaid,Rainfed,Groundwater,6.75,Yes,78.66,East,Low
Clay,7.48,15.89,1.52,2.15,34.96,90.64,307.46,10.24,2.38,Rice,Sowing,Kharif,Drip,Groundwater,14.14,Yes,116.79,South,Low
Loamy,5.99,56.45,0.76,2.44,15.7,57.12,745.46,6.51,1.48,Sugarcane,Harvest,Zaid,Sprinkler,Groundwater,2.05,Yes,14.23,South,Low
Silt,6.18,62.06,0.79,1.1,31.24,72.22,1416.56,8.72,10.07,Sugarcane,Sowing,Kharif,Drip,Rainwater,1.73,Yes,15.41,South,Low
Clay,6.14,28.59,0.9,2.15,27.84,40.52,743.06,8.06,15.74,Potato,Flowering,Zaid,Canal,Groundwater,4.38,No,40.24,East,Medium
Sandy,5.45,37.56,1.23,2.74,33.78,43.94,1625.65,5.41,19.1,Potato,Vegetative,Rabi,Drip,Groundwater,12.57,Yes,101.68,Central,Medium
Sandy,5.01,52.41,1.24,1.28,25.06,60.63,1042.99,8.77,1.97,Sugarcane,Flowering,Rabi,Canal,Rainwater,1.33,No,78.96,East,Low
Sandy,6.81,40.04,0.92,1.89,32.8,69.67,547.78,5.75,14.31,Rice,Harvest,Rabi,Rainfed,River,4.9,Yes,87.5,East,Low
Silt,8.16,64.63,0.98,0.6,16.79,92.23,1327.33,9.49,4.23,Wheat,Vegetative,Kharif,Sprinkler,Reservoir,13.83,Yes,92.57,North,Low
Loamy,5.37,33.98,0.34,0.18,18.44,65.21,60.02,10.06,1.16,Maize,Flowering,Zaid,Rainfed,Groundwater,8.54,No,52.25,Central,Medium
Sandy,4.96,48.69,0.7,3.44,39.1,31.72,1852.7,7.35,7.03,Potato,Sowing,Kharif,Rainfed,Reservoir,0.85,No,35.71,Central,Low
Silt,7.45,53.18,0.75,1.12,21.88,50.68,1305.72,4.38,11.69,Cotton,Flowering,Kharif,Sprinkler,Reservoir,4.48,Yes,84.29,West,Low
Clay,5.66,36.16,1.03,1.05,41.57,42.09,2366.75,9.16,12.23,Wheat,Vegetative,Kharif,Drip,Rainwater,9.81,Yes,56.59,East,Medium
Loamy,7.62,56.85,1.03,3.41,13.39,42.81,256.97,7.27,1.46,Rice,Harvest,Kharif,Canal,River,0.58,Yes,117.76,South,Low
Clay,7.19,39.13,1.22,2.58,26.88,60.38,1830.73,4.66,18.59,Maize,Sowing,Kharif,Rainfed,Reservoir,7.48,Yes,34.05,Central,Low
Silt,8.02,31.46,1.23,2.09,21.75,47.17,752.38,6.32,1.56,Rice,Flowering,Rabi,Canal,Rainwater,14.92,Yes,54.42,East,Low
Sandy,6.19,14.15,0.61,2.48,41.88,45.25,932.87,6.03,4.74,Rice,Harvest,Zaid,Rainfed,River,5.2,Yes,13.99,West,Low
Sandy,7.05,30.42,1.3,2.51,41.7,92.76,871.22,9.08,8.93,Cotton,Flowering,Zaid,Drip,Rainwater,3.68,No,33.71,South,Medium
Silt,6.38,49.83,0.33,2.7,19.06,65.88,895.05,6.97,18.94,Maize,Flowering,Rabi,Rainfed,Reservoir,1.51,Yes,51.35,Central,Low
Sandy,6.94,60.51,1.23,0.33,20.02,43.32,1077.09,8.11,19.83,Sugarcane,Vegetative,Zaid,Drip,Rainwater,0.68,No,39.04,West,Medium
Loamy,6.33,22.35,0.43,1.5,34.49,44.31,52.51,7.51,0.51,Wheat,Harvest,Zaid,Drip,Groundwater,12.22,Yes,38.76,East,Medium
Silt,5.44,28.25,1.25,1.1,38.69,81.77,2116.89,9.07,4.88,Potato,Vegetative,Kharif,Rainfed,Rainwater,4.35,Yes,116.95,South,Low
Clay,6.53,16.78,0.99,0.34,31.91,87.05,2204.49,9.03,10.28,Sugarcane,Flowering,Kharif,Drip,Reservoir,0.75,No,72.8,Central,High
Silt,6.6,47.37,0.87,1.5,37.94,72.53,98.89,7.14,14.04,Rice,Flowering,Kharif,Canal,River,8.75,No,28.04,South,High
Loamy,7.56,62.73,1.2,2.19,13.9,55.2,1940.01,4.95,13.31,Cotton,Flowering,Kharif,Sprinkler,Reservoir,3.43,Yes,0.58,Central,Low
Loamy,7.3,44.53,0.35,0.71,31.22,78.52,180.68,6.86,5.4,Maize,Sowing,Rabi,Sprinkler,Rainwater,1.8,No,107.15,Central,Medium
Silt,7.06,43.17,0.59,1.14,33.01,90.62,2019.53,5.12,4.35,Cotton,Harvest,Kharif,Drip,Rainwater,6.2,No,72.95,North,Low
Silt,5.19,39.55,1.1,2.27,17.71,36.63,1532.47,10.71,0.78,Potato,Harvest,Zaid,Canal,Reservoir,1.83,No,33.53,Central,Low
Sandy,7.25,13.04,1.4,2.07,35.34,85.32,765.88,10.65,16.94,Cotton,Harvest,Kharif,Drip,Groundwater,1.73,Yes,34.94,Central,Medium
Loamy,6.5,49.58,0.8,3.05,40.33,84.42,1534.71,7.2,7.89,Maize,Sowing,Zaid,Drip,Rainwater,7.03,Yes,33.29,North,Low
Silt,7.84,42.32,0.64,2.79,38.94,50.66,1266.62,4.19,17.35,Maize,Flowering,Zaid,Sprinkler,Reservoir,2.16,Yes,28.41,Central,Medium
Silt,7.93,45.7,0.97,3.38,19.35,45.43,1589.39,6.62,6.81,Potato,Harvest,Kharif,Drip,River,8.15,No,18.77,North,Low
Loamy,4.99,59.23,1.11,2.13,21.72,64.57,1188.43,10.27,15.24,Maize,Sowing,Kharif,Drip,Reservoir,10.63,Yes,11.28,West,Low
Silt,7.59,52.69,0.85,2.47,26.99,44.06,1932.19,6.02,1.86,Cotton,Sowing,Rabi,Rainfed,Rainwater,3.82,No,34.95,Central,Low
Sandy,4.93,52.51,1.44,3.03,16.75,35.18,113.17,8.35,16.32,Rice,Vegetative,Zaid,Sprinkler,Rainwater,11.35,Yes,104.48,South,Medium
Loamy,6.05,60.85,0.98,2.96,40.62,91.72,860.71,5.29,17.87,Potato,Sowing,Kharif,Drip,Rainwater,3.53,Yes,13.56,Central,Low
Sandy,6.64,64.43,0.35,2.54,16.85,59.4,1398.22,9.78,5.67,Cotton,Flowering,Rabi,Sprinkler,River,13.01,Yes,31.66,North,Low
Sandy,5.3,41.13,0.59,1.8,34.84,58.06,1470.61,10.24,3.27,Rice,Sowing,Zaid,Drip,Groundwater,1.33,Yes,35.09,West,Low
Sandy,7.34,14.21,0.89,1.03,22.24,33.83,423.86,8.31,4.32,Wheat,Sowing,Kharif,Drip,Groundwater,13.29,No,37.21,West,Low
Sandy,4.83,34.17,1.21,3.08,29.21,60.29,186.32,8.37,17.42,Rice,Vegetative,Zaid,Canal,Groundwater,4.58,No,27.62,East,Medium
Loamy,5.37,52.89,0.59,2.74,13.42,77.0,52.45,6.65,6.08,Wheat,Sowing,Zaid,Rainfed,Rainwater,9.68,Yes,18.63,West,Low
Sandy,6.77,9.58,1.57,2.95,18.15,42.36,1032.53,8.95,5.01,Sugarcane,Sowing,Zaid,Canal,Groundwater,3.81,Yes,29.21,South,Low
Sandy,7.23,11.24,0.71,0.58,25.33,50.82,825.97,7.35,19.59,Wheat,Flowering,Rabi,Rainfed,Reservoir,4.81,No,107.62,North,Medium
Silt,7.92,11.83,0.99,1.17,32.32,37.52,1419.52,9.22,13.57,Cotton,Harvest,Kharif,Rainfed,Groundwater,6.02,No,59.76,North,Medium
Loamy,7.2,49.67,0.32,1.54,35.33,49.86,1123.79,10.78,16.73,Sugarcane,Sowing,Kharif,Canal,Groundwater,6.78,Yes,110.87,West,Low
Loamy,7.08,36.57,1.45,2.95,12.9,85.29,985.17,9.76,15.07,Cotton,Harvest,Kharif,Canal,Reservoir,1.47,No,81.33,West,Low
Clay,6.14,29.03,1.33,3.14,16.57,41.59,2108.3,7.62,7.79,Cotton,Vegetative,Zaid,Sprinkler,Rainwater,0.87,No,60.67,South,Low
Loamy,4.8,14.02,0.55,1.07,33.89,27.07,1553.79,10.85,17.32,Wheat,Vegetative,Rabi,Canal,Rainwater,12.56,No,48.22,West,High
Loamy,5.21,49.74,1.51,2.43,36.39,62.54,1615.25,8.25,11.97,Maize,Vegetative,Kharif,Drip,River,8.28,No,104.68,South,Medium
Clay,6.62,26.3,0.71,0.36,19.1,65.56,954.57,4.45,13.32,Cotton,Harvest,Kharif,Rainfed,Reservoir,2.42,No,63.45,South,Low
Loamy,7.1,23.12,1.2,1.49,18.89,48.02,1942.11,9.11,6.86,Sugarcane,Harvest,Rabi,Sprinkler,Rainwater,4.85,Yes,39.75,North,Low
Loamy,6.22,45.18,1.36,1.75,14.64,69.91,380.22,9.74,19.63,Cotton,Flowering,Rabi,Canal,Reservoir,1.52,Yes,2.64,East,Low
Loamy,7.28,39.86,1.26,2.7,16.51,27.65,1005.0,4.94,17.16,Maize,Harvest,Kharif,Sprinkler,Reservoir,2.68,No,64.99,Central,Low
Loamy,6.57,28.66,1.49,3.13,12.24,48.84,117.93,8.76,3.39,Maize,Sowing,Rabi,Rainfed,Reservoir,6.1,No,74.49,South,Low
Clay,5.05,44.56,1.42,1.25,29.69,35.12,288.59,10.45,4.48,Potato,Sowing,Rabi,Canal,River,8.65,No,74.14,East,Low
Loamy,5.45,23.46,1.59,1.89,39.12,41.09,203.81,5.76,15.1,Cotton,Harvest,Rabi,Drip,River,9.89,Yes,101.82,West,Medium
Loamy,7.66,53.31,0.54,2.3,16.49,51.78,1103.59,8.1,1.0,Maize,Sowing,Zaid,Canal,Reservoir,9.33,No,62.06,East,Low
Clay,7.26,21.07,0.7,1.22,34.54,59.54,1743.31,5.92,7.04,Potato,Vegetative,Rabi,Drip,Reservoir,2.74,No,93.16,North,Medium
Silt,7.84,17.05,1.13,3.45,29.21,31.52,781.74,9.42,10.88,Wheat,Vegetative,Zaid,Drip,Groundwater,5.62,No,91.21,East,Medium
Sandy,5.2,52.6,1.25,3.08,40.2,32.09,66.53,8.06,4.5,Rice,Vegetative,Kharif,Canal,Groundwater,9.8,No,11.41,Central,Medium
Silt,8.17,48.35,0.99,1.11,35.94,72.18,1768.02,7.0,17.53,Maize,Flowering,Zaid,Rainfed,Groundwater,6.9,No,54.21,West,Medium
Clay,5.51,18.41,0.4,1.83,37.58,53.29,518.58,4.2,17.84,Cotton,Harvest,Zaid,Sprinkler,Reservoir,9.6,No,58.19,Central,Medium
Sandy,4.84,14.63,1.39,0.88,31.17,37.36,1806.69,10.61,19.16,Maize,Harvest,Kharif,Rainfed,River,10.35,No,87.26,West,Medium
Clay,8.19,55.79,1.55,1.85,36.34,41.44,18.39,7.48,3.35,Cotton,Vegetative,Zaid,Sprinkler,Reservoir,5.0,Yes,40.15,West,Medium
Clay,5.76,52.27,0.83,2.42,22.53,75.4,780.86,9.63,2.05,Sugarcane,Vegetative,Kharif,Drip,Rainwater,4.17,Yes,97.05,Central,Low
Loamy,7.07,26.65,0.59,0.39,18.27,28.62,1553.08,6.74,11.34,Cotton,Flowering,Zaid,Rainfed,Groundwater,7.05,Yes,71.97,East,Low
Sandy,5.4,45.52,0.33,3.06,39.38,60.61,2177.88,9.94,15.95,Sugarcane,Flowering,Rabi,Drip,Reservoir,6.89,Yes,11.15,North,Medium
Loamy,6.77,15.08,0.61,2.12,34.03,50.22,1885.32,5.12,6.18,Potato,Harvest,Zaid,Canal,Rainwater,13.7,Yes,60.24,Central,Low
Sandy,7.87,36.9,1.21,3.46,14.72,81.78,1124.05,5.62,5.2,Rice,Harvest,Zaid,Drip,Rainwater,13.81,Yes,96.59,North,Low
Clay,5.89,9.07,1.49,0.19,38.01,80.31,1796.29,6.33,10.6,Wheat,Harvest,Rabi,Sprinkler,Groundwater,4.13,No,111.23,West,Medium
Clay,7.08,30.32,0.42,2.93,22.47,73.24,1343.85,4.62,9.9,Rice,Harvest,Zaid,Rainfed,Reservoir,1.16,Yes,7.14,East,Low
Silt,5.44,12.27,1.02,2.79,20.95,51.93,2033.49,7.11,9.85,Cotton,Flowering,Kharif,Rainfed,Reservoir,10.24,No,70.33,East,Medium
Sandy,6.92,35.08,1.2,0.55,30.7,69.19,1930.16,7.4,8.4,Rice,Sowing,Kharif,Rainfed,Groundwater,0.72,Yes,95.57,East,Low
Loamy,5.94,32.04,0.66,1.24,29.06,69.79,2439.63,4.8,14.68,Sugarcane,Vegetative,Zaid,Canal,Rainwater,7.27,No,45.89,West,Medium
Silt,5.52,33.33,1.04,3.11,28.15,48.25,262.35,6.99,12.49,Rice,Sowing,Kharif,Sprinkler,Reservoir,9.4,Yes,47.06,North,Low
Silt,5.86,10.58,1.23,1.86,19.65,86.6,851.76,5.38,10.01,Wheat,Vegetative,Zaid,Rainfed,Reservoir,2.96,No,94.98,East,Medium
Silt,5.41,28.61,1.39,1.46,40.79,93.94,480.94,10.13,14.55,Maize,Flowering,Kharif,Canal,Rainwater,4.61,No,4.19,East,Medium
Loamy,7.87,51.12,0.89,3.18,40.5,47.01,1576.92,7.57,5.6,Sugarcane,Sowing,Rabi,Drip,Groundwater,14.81,Yes,24.87,West,Low
Silt,6.15,29.03,1.27,0.42,12.12,81.09,1660.07,10.66,17.89,Potato,Vegetative,Rabi,Canal,Reservoir,3.32,Yes,116.91,East,Low
Loamy,5.63,48.76,0.69,1.71,22.13,60.06,509.53,6.39,7.99,Rice,Harvest,Rabi,Canal,River,0.63,No,73.78,East,Low
Silt,6.32,29.06,0.58,2.32,13.37,57.46,1053.88,6.39,6.89,Rice,Flowering,Zaid,Sprinkler,Groundwater,2.84,No,98.12,West,Low
Loamy,5.89,32.12,0.54,2.17,37.51,52.06,1505.38,6.37,11.07,Rice,Harvest,Rabi,Sprinkler,Rainwater,2.6,Yes,93.81,East,Low
Clay,7.33,40.14,0.77,1.0,38.6,45.44,1647.38,5.88,5.77,Sugarcane,Vegetative,Kharif,Sprinkler,Rainwater,5.82,Yes,103.55,South,Low
Clay,8.1,62.19,0.35,2.02,27.55,89.37,256.62,9.49,5.74,Rice,Flowering,Zaid,Canal,Reservoir,12.17,No,73.35,North,Medium
Clay,6.29,14.21,0.67,2.51,37.19,76.86,2302.68,5.98,2.02,Maize,Flowering,Rabi,Drip,Reservoir,7.67,No,19.88,East,Medium
Clay,7.73,9.88,1.15,2.09,33.1,55.85,85.21,6.02,13.21,Potato,Vegetative,Kharif,Sprinkler,Reservoir,11.7,Yes,70.41,North,High
Clay,6.72,42.65,1.14,2.43,26.99,77.61,2432.36,4.33,18.3,Cotton,Sowing,Zaid,Drip,River,13.97,Yes,39.16,South,Low
Silt,5.33,62.1,0.4,0.97,22.91,75.3,790.81,10.76,13.86,Rice,Flowering,Rabi,Drip,Groundwater,1.08,No,93.45,East,Medium
Silt,7.15,64.41,0.67,2.93,19.99,43.71,790.86,10.2,11.57,Maize,Vegetative,Zaid,Canal,Rainwater,5.62,Yes,79.03,South,Low
Silt,6.55,35.6,1.04,1.63,19.78,37.33,1115.06,6.05,14.38,Sugarcane,Flowering,Zaid,Canal,Groundwater,8.01,No,15.69,North,Medium
Loamy,7.01,34.68,0.71,3.46,28.86,83.54,1737.4,7.65,19.35,Cotton,Flowering,Kharif,Canal,Reservoir,7.62,No,99.23,West,Medium
Loamy,7.82,44.76,0.84,0.18,17.0,81.8,399.0,7.38,7.06,Potato,Sowing,Zaid,Rainfed,Rainwater,12.35,No,64.28,North,Low
Loamy,6.3,39.67,1.23,1.39,17.24,94.78,637.46,4.61,8.9,Sugarcane,Sowing,Kharif,Sprinkler,Reservoir,5.3,Yes,77.65,Central,Low
Loamy,7.86,44.14,0.31,0.71,12.31,26.36,2403.93,7.72,6.08,Cotton,Flowering,Zaid,Rainfed,Groundwater,0.61,Yes,28.36,West,Low
Clay,7.35,57.82,0.66,1.99,30.4,62.83,2192.11,4.79,0.83,Maize,Vegetative,Zaid,Drip,River,7.41,No,72.85,East,Medium
Clay,6.46,50.54,0.49,0.93,41.83,74.09,530.98,7.04,7.27,Maize,Vegetative,Kharif,Sprinkler,Rainwater,7.99,Yes,30.7,Central,Low
Clay,6.85,36.32,0.47,2.61,38.68,65.78,1432.53,4.61,1.9,Cotton,Sowing,Kharif,Drip,River,10.0,Yes,61.77,South,Low
Sandy,5.91,34.33,1.55,3.1,33.17,74.73,509.0,8.12,17.24,Maize,Harvest,Zaid,Sprinkler,River,9.72,No,58.89,South,Low
Silt,8.14,44.46,0.79,0.82,35.57,34.61,1375.15,4.34,14.45,Potato,Flowering,Rabi,Canal,Groundwater,14.65,No,87.73,Central,Medium
Loamy,7.07,33.98,0.99,0.65,24.51,25.11,914.43,8.4,6.43,Wheat,Vegetative,Zaid,Rainfed,River,12.25,Yes,10.28,East,Low
Loamy,4.95,34.09,1.25,3.08,20.94,31.51,906.06,8.95,6.89,Cotton,Vegetative,Zaid,Sprinkler,Groundwater,9.69,No,12.34,East,Low
Clay,5.91,8.93,0.36,1.33,23.06,51.6,1587.67,8.0,11.61,Rice,Harvest,Zaid,Rainfed,River,14.02,No,63.27,Central,Medium
Loamy,6.92,17.92,0.61,1.58,14.44,48.03,629.6,7.29,16.06,Potato,Vegetative,Kharif,Rainfed,Rainwater,0.87,No,12.62,North,Medium
Loamy,4.99,35.85,1.38,0.85,31.01,86.18,1010.65,4.43,14.51,Rice,Harvest,Kharif,Rainfed,River,8.5,Yes,95.77,Central,Low
Silt,4.88,54.89,1.42,1.55,17.25,30.85,2313.15,4.08,1.06,Rice,Vegetative,Kharif,Rainfed,Reservoir,5.64,No,102.46,West,Low
Clay,6.33,23.89,0.78,0.89,34.89,55.99,1888.41,6.4,15.81,Rice,Harvest,Kharif,Sprinkler,Groundwater,14.41,No,34.55,West,Medium
Silt,5.93,37.79,0.79,2.36,17.7,92.05,958.21,9.4,17.69,Rice,Vegetative,Zaid,Sprinkler,River,4.17,Yes,74.17,Central,Low
Sandy,6.29,27.66,1.28,1.8,18.84,60.2,575.65,8.53,2.25,Potato,Flowering,Kharif,Sprinkler,Groundwater,3.73,No,42.47,North,Low
Sandy,5.69,13.97,0.68,2.78,40.72,34.27,1647.53,4.88,15.52,Wheat,Flowering,Kharif,Canal,Reservoir,0.76,Yes,18.52,West,Medium
Sandy,5.36,62.62,0.45,1.16,15.16,45.39,2019.22,8.82,5.41,Rice,Flowering,Kharif,Sprinkler,Reservoir,2.71,No,117.46,East,Low
Clay,7.14,56.72,0.63,1.82,26.97,68.88,2151.91,8.02,3.89,Maize,Vegetative,Zaid,Drip,Reservoir,5.24,No,94.44,West,Low
Loamy,6.55,12.47,0.8,0.98,13.88,25.84,1410.7,5.17,11.11,Sugarcane,Harvest,Rabi,Canal,Reservoir,5.64,No,119.61,East,Medium
Clay,5.48,49.03,0.37,3.28,14.71,92.77,1292.0,9.29,11.28,Maize,Flowering,Zaid,Rainfed,Rainwater,0.99,Yes,6.46,West,Low
Clay,5.89,27.81,0.92,1.87,31.01,64.69,1799.11,9.81,9.68,Maize,Sowing,Kharif,Sprinkler,River,12.8,No,32.33,Central,Low
Loamy,6.81,64.71,1.26,0.69,30.92,74.29,439.42,5.63,18.09,Wheat,Flowering,Zaid,Drip,Reservoir,4.37,No,11.5,West,Medium
Silt,5.05,25.24,0.97,1.03,17.79,59.93,2130.35,8.45,5.21,Wheat,Vegetative,Rabi,Rainfed,Reservoir,9.83,Yes,49.87,West,Low
Sandy,5.3,21.61,0.39,0.38,38.17,92.05,184.81,6.65,12.25,Maize,Flowering,Zaid,Sprinkler,River,13.06,No,81.97,North,High
Silt,5.05,40.37,0.87,0.19,33.07,66.25,1507.54,4.41,8.49,Maize,Harvest,Rabi,Drip,Groundwater,12.94,No,83.33,Central,Low
Sandy,7.56,55.6,1.22,1.89,21.02,71.34,1474.23,10.03,17.54,Rice,Harvest,Kharif,Rainfed,River,6.02,Yes,115.43,North,Low
Clay,7.36,18.97,0.38,1.25,19.45,85.26,776.76,9.75,3.09,Potato,Harvest,Kharif,Sprinkler,Groundwater,6.18,Yes,83.08,South,Low
Sandy,7.36,48.44,0.38,3.38,34.63,85.31,88.66,6.23,2.12,Sugarcane,Sowing,Zaid,Canal,River,8.18,No,67.63,Central,Medium
Clay,7.24,11.5,0.78,0.68,34.01,26.97,1794.64,7.72,19.86,Potato,Sowing,Kharif,Rainfed,Groundwater,2.92,Yes,18.67,West,Medium
Silt,7.08,60.38,0.55,2.8,16.46,44.83,60.44,7.59,11.76,Wheat,Vegetative,Kharif,Drip,River,8.77,No,100.64,South,Medium
Clay,6.42,12.62,1.52,1.17,22.48,42.24,449.03,5.24,18.28,Sugarcane,Flowering,Kharif,Drip,Groundwater,14.91,Yes,36.62,East,Medium
Silt,6.98,60.11,1.06,0.86,18.5,25.47,1360.59,5.02,8.46,Sugarcane,Harvest,Kharif,Sprinkler,Groundwater,8.44,Yes,31.21,Central,Low
Loamy,4.93,35.98,0.67,3.4,20.82,86.37,2349.96,9.91,12.28,Potato,Sowing,Rabi,Drip,Reservoir,9.36,Yes,30.35,Central,Low
Loamy,6.91,33.54,1.22,2.83,20.63,47.2,164.83,10.07,14.03,Wheat,Vegetative,Kharif,Rainfed,River,0.87,Yes,54.69,West,Medium
Loamy,7.44,63.48,0.79,2.24,41.28,49.29,1446.97,9.08,19.73,Sugarcane,Sowing,Zaid,Rainfed,Rainwater,5.71,Yes,1.4,Central,Low
Clay,6.5,64.45,0.47,2.47,34.51,31.97,822.23,4.51,2.7,Rice,Harvest,Zaid,Canal,Reservoir,4.74,No,35.48,West,Low
Loamy,6.02,45.06,0.61,3.47,35.4,94.28,1673.54,10.36,2.93,Potato,Harvest,Rabi,Rainfed,Rainwater,7.14,Yes,74.42,West,Low
Sandy,5.74,15.25,1.14,2.12,20.32,82.84,2382.27,10.87,10.7,Wheat,Harvest,Zaid,Sprinkler,Groundwater,8.99,No,62.13,Central,Medium
Silt,6.99,36.85,0.37,0.45,12.02,65.03,671.48,9.43,1.59,Maize,Vegetative,Rabi,Rainfed,Groundwater,2.36,No,21.31,Central,Low
Silt,7.16,38.16,0.65,0.32,13.74,79.04,2389.82,6.47,14.69,Cotton,Harvest,Rabi,Drip,Rainwater,2.12,Yes,83.22,East,Low
Sandy,7.76,37.32,0.57,2.37,28.59,79.4,2176.57,6.84,19.82,Rice,Sowing,Rabi,Sprinkler,Reservoir,5.77,Yes,103.52,West,Low
Clay,5.96,40.46,0.56,2.34,20.56,70.97,1517.64,10.09,16.32,Wheat,Harvest,Kharif,Sprinkler,Groundwater,12.71,Yes,98.81,North,Low
Clay,7.42,9.07,1.19,2.64,17.79,37.18,1895.59,5.96,5.68,Sugarcane,Vegetative,Zaid,Drip,Groundwater,1.71,No,118.57,East,Medium
Silt,6.71,48.54,1.37,0.47,13.49,75.42,2162.22,4.99,16.09,Potato,Harvest,Kharif,Rainfed,Rainwater,5.92,Yes,118.15,East,Low
Loamy,7.8,48.61,1.23,3.31,38.28,64.87,2008.67,9.76,12.74,Maize,Flowering,Rabi,Drip,Groundwater,8.74,No,103.7,North,Medium
Clay,6.59,14.58,1.14,1.97,30.0,75.69,816.77,5.35,2.83,Cotton,Flowering,Zaid,Rainfed,Rainwater,2.67,No,70.25,Central,Medium
Clay,6.56,40.5,1.49,2.31,15.22,63.04,2031.51,10.35,11.54,Wheat,Vegetative,Kharif,Rainfed,River,2.85,No,98.51,Central,Medium
Sandy,6.76,40.4,0.38,0.22,34.99,91.94,783.8,8.17,17.99,Potato,Sowing,Zaid,Rainfed,River,8.92,Yes,118.25,West,Low
Sandy,7.35,46.9,0.52,3.37,34.67,68.89,2167.7,7.89,6.15,Rice,Sowing,Zaid,Rainfed,Groundwater,8.5,No,61.14,Central,Low
